"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.04479129,0.03270081,0.04582593,0.04119233,0.06618192,0.08630214,0.04376469,0.05214021,0.06108702,0.05453845,0.05881224,0.0474211,0.04719295,0.04248076,0.02785036,0.04138864,0.02891439,0.07343919,0.06838333,0.05797215,0.06066646,0.11109286,0.07555434,0.07206879,0.07611306,0.06248,0.06155158,0.06298848,0.05487252,0.04738044,0.01723705,0.04004582,0.0301366,0.02655269,0.0500717,0.1116196,0.11242306,0.02870926,0.02756295,0.01246189,0.07885074,0.07806483,0.08769047,0.06171492,0.0636664,0.05881674
0.04040672,0.03476008,0.04105481,0.03981669,0.07365655,0.0880529,0.03934886,0.05367328,0.0629954,0.06223914,0.06237162,0.05299406,0.05245153,0.04618869,0.03436698,0.04914398,0.03384887,0.07570006,0.07647578,0.05612653,0.06236238,0.11526176,0.07472716,0.07437789,0.07836415,0.06809963,0.06464445,0.06742297,0.06145389,0.05395969,0.01779184,0.03747381,0.03007018,0.02966133,0.05236281,0.11410154,0.11637106,0.03153953,0.0302771,0.01445525,0.07775578,0.07896933,0.09244443,0.06638501,0.06829944,0.06303119
0.04452735,0.03689948,0.04569461,0.04234286,0.06885167,0.08775365,0.04404817,0.05587478,0.06349689,0.05685259,0.05923211,0.05876779,0.05905099,0.04864238,0.03017865,0.04721942,0.03084495,0.07251725,0.07600506,0.06272459,0.07065688,0.11911135,0.07380408,0.0760049,0.08185125,0.06938299,0.06558301,0.06814713,0.05770601,0.06033513,0.01960965,0.04257321,0.03187303,0.03129774,0.05020356,0.11787229,0.12132907,0.03339419,0.03000354,0.01322592,0.07890902,0.0788118,0.09382948,0.06954929,0.06972809,0.07176055
0.04905424,0.03750707,0.04983482,0.04591026,0.06474557,0.08263539,0.04584016,0.05155218,0.05595752,0.05317719,0.05453072,0.05075473,0.05086584,0.04425169,0.03101866,0.04646983,0.02957842,0.07359894,0.07304761,0.0626771,0.06875922,0.1154802,0.07634057,0.072101,0.07883377,0.06838816,0.06810021,0.06884828,0.06455886,0.06403949,0.01619227,0.03889098,0.03172027,0.03310116,0.05895169,0.1169778,0.11744252,0.03699634,0.03526615,0.01331668,0.08330553,0.07725563,0.09137588,0.06658231,0.06831105,0.06879845
0.04293193,0.03371277,0.04367345,0.0357889,0.06003325,0.08719092,0.03981909,0.05573763,0.05873287,0.05574233,0.05412234,0.04646491,0.04650988,0.04100431,0.03279015,0.0481369,0.03297565,0.069958,0.073046,0.05982403,0.06469381,0.10540293,0.07384841,0.07264527,0.07514893,0.06720912,0.06648163,0.06785031,0.05485204,0.0568036,0.01700694,0.03479098,0.02732376,0.02282197,0.04662623,0.10658694,0.10717199,0.02879117,0.02724642,0.01266694,0.07363078,0.07740353,0.08807064,0.06537773,0.06826773,0.06612125
0.04324313,0.03080903,0.04419888,0.04209789,0.07114781,0.09381828,0.04082508,0.05169819,0.06569606,0.0603338,0.06213178,0.05408765,0.05403017,0.04655149,0.03421201,0.04873774,0.03410628,0.06958049,0.0814774,0.06422744,0.07317515,0.11441134,0.07799836,0.07503132,0.08823317,0.07288366,0.07102523,0.07184276,0.05672239,0.0554004,0.01922555,0.04159149,0.02886603,0.0312833,0.04641257,0.11470208,0.11646063,0.02913073,0.02682451,0.01182401,0.08428826,0.08244844,0.10348069,0.07211594,0.07420575,0.07560557
0.04522254,0.04332773,0.0458921,0.04127643,0.06540688,0.08193357,0.03865897,0.05234431,0.05622982,0.05109287,0.05137223,0.04945017,0.04909947,0.04185855,0.03111769,0.04680534,0.0309549,0.06690348,0.06753149,0.05960069,0.06679183,0.09983775,0.06684595,0.07006107,0.0746096,0.06537803,0.06126565,0.0641696,0.05803248,0.05593776,0.01513693,0.04503703,0.02941617,0.0239344,0.04227664,0.10048289,0.10139049,0.02595901,0.02530877,0.01112935,0.07553531,0.07341675,0.0868636,0.06310151,0.06416546,0.0639081
0.03940402,0.03376512,0.04064375,0.04114693,0.06197024,0.08648222,0.03758767,0.06392219,0.06205109,0.0600881,0.05927226,0.05412952,0.05380411,0.04779235,0.03306755,0.05031427,0.0333629,0.06850993,0.0753911,0.06212492,0.06956625,0.10652664,0.0736917,0.07435889,0.07768091,0.07006928,0.06827313,0.07017658,0.05592063,0.06245174,0.01686265,0.04086189,0.02854637,0.03162542,0.04855629,0.10635326,0.1071013,0.03551818,0.03325209,0.01482388,0.0737197,0.07901995,0.09050246,0.07025843,0.07122136,0.06729298
0.04277532,0.03639999,0.04402589,0.04328619,0.06028559,0.08120723,0.03793988,0.04615702,0.06965696,0.05679841,0.06174805,0.04116308,0.04111355,0.03734343,0.03106919,0.04994901,0.03108602,0.07059324,0.07220997,0.06091645,0.06863103,0.11103906,0.07735959,0.07523107,0.07391734,0.05505625,0.05438309,0.05749354,0.06416605,0.06169184,0.02191714,0.03893513,0.03995429,0.03003704,0.04199932,0.11045393,0.11264713,0.02557737,0.02339891,0.01019945,0.08057695,0.07911136,0.08620059,0.05481294,0.05736587,0.05692053
0.05184344,0.04493693,0.0523328,0.03927475,0.06368435,0.08491289,0.04372412,0.05734132,0.0663879,0.05840604,0.06100332,0.05246709,0.05283359,0.04627677,0.03177834,0.04712875,0.03292039,0.07508423,0.07629703,0.06227508,0.07037058,0.11832481,0.07769069,0.07384017,0.08341344,0.07291241,0.07118906,0.07324636,0.0566016,0.0600647,0.01936586,0.04150211,0.03540234,0.02821226,0.0510386,0.11759992,0.11991713,0.03113185,0.02690912,0.01240309,0.07940103,0.07940477,0.09796174,0.07235973,0.0749491,0.07589683
