"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys31","sys32","sys33","sys34"
0.30602701,0.19074439,0.19942606,0.22264439,0.28585577,0.00771187,0.24078236,0.22465784,0.14882998,0.18749368,0.16557389,0.17901011,0.19903536,0.1855991,0.24445277,0.22437385,0.21637567,0.26063517,0.32618586,0.26853516,0.14430457,0.14781346,0.25050526,0.22940142,0.16728669,0.22375148,0.19003637,0.21949729,0.18977029,0.177569,0.21375906,0.18581406,0.17063561,0.16953617
0.31104728,0.19407557,0.19503363,0.21910987,0.28668703,0.00751466,0.23814283,0.22219912,0.15355638,0.19118988,0.1661236,0.17807713,0.20175928,0.18676459,0.24165651,0.22370123,0.21409437,0.2548677,0.32613594,0.26993616,0.1449179,0.14894685,0.25488777,0.23104138,0.16886561,0.23216988,0.193782,0.22303757,0.18813301,0.17572619,0.21164206,0.19187187,0.17829966,0.16056324
0.29780399,0.19244614,0.19405747,0.22023588,0.28979434,0.00743564,0.22948349,0.21564116,0.14983597,0.18873148,0.15827205,0.17028913,0.19699024,0.17756445,0.23642331,0.21359375,0.20941822,0.24885396,0.31663061,0.26350481,0.1431178,0.14685559,0.25379972,0.23408871,0.16678222,0.22833888,0.18669145,0.22142371,0.1831855,0.17195143,0.20926721,0.18640939,0.17367285,0.16502224
0.31310848,0.20163436,0.20442181,0.22977179,0.29803269,0.00743505,0.24637985,0.23338058,0.16201149,0.19653536,0.17381309,0.18222692,0.21220788,0.19176519,0.25071035,0.23362357,0.22448492,0.25501178,0.33395856,0.27549201,0.14876246,0.15422477,0.26670034,0.24158654,0.17580968,0.23448143,0.19969045,0.2297096,0.19764649,0.18588089,0.22178507,0.19612589,0.18385367,0.16739716
0.29961082,0.19387117,0.19197886,0.21286175,0.27953128,0.00793336,0.23489081,0.22269696,0.15343209,0.18998526,0.16419026,0.1748494,0.20568796,0.17894559,0.23791548,0.2267325,0.21725155,0.2522131,0.32180416,0.2703601,0.14352067,0.14861443,0.25454616,0.23338018,0.16624059,0.22385794,0.19194371,0.21972285,0.18799463,0.17729138,0.20829301,0.19194711,0.18159986,0.15965244
0.2924917,0.18909748,0.1887268,0.21629182,0.27574822,0.00740233,0.23308856,0.21839049,0.15460231,0.18562961,0.15404528,0.16652731,0.2003063,0.19081921,0.2441193,0.22086303,0.21026303,0.24564194,0.3100016,0.25470775,0.13710943,0.14100984,0.24962421,0.22960691,0.16221813,0.22268251,0.18556555,0.21598132,0.18732998,0.17488539,0.20728299,0.18536697,0.17077754,0.16496416
0.3158637,0.19845671,0.20352495,0.22728627,0.29598285,0.00721094,0.24494717,0.23502017,0.16454802,0.19534128,0.16524134,0.1790299,0.1966555,0.18213441,0.24245994,0.22999502,0.22059699,0.25940276,0.34154536,0.27777419,0.15053482,0.1545492,0.26964004,0.24959315,0.17742282,0.23892782,0.1995734,0.23025013,0.1946636,0.18477338,0.22023341,0.19629852,0.1841917,0.16705343
0.31559835,0.19213722,0.19644232,0.22345774,0.28730289,0.0075011,0.24751271,0.23441678,0.15220181,0.18933753,0.1677271,0.17981485,0.20511029,0.18151361,0.24503391,0.22521924,0.21488483,0.25193701,0.31681037,0.27563743,0.14431571,0.14869595,0.26343501,0.24159927,0.173495,0.23821268,0.1988696,0.22946876,0.19074259,0.18118567,0.21289199,0.19109625,0.17662136,0.16696609
0.30470049,0.18927484,0.19929274,0.21851629,0.2862681,0.00790643,0.24113851,0.22348069,0.15710296,0.18494588,0.16097261,0.1763277,0.19816761,0.1809289,0.23666918,0.22935566,0.22197192,0.2660886,0.32694669,0.26352535,0.14017827,0.14436611,0.24739474,0.23142216,0.16249953,0.21875829,0.1886821,0.21546374,0.19558753,0.18223827,0.21666881,0.19375559,0.18393793,0.16903426
0.31958671,0.19842925,0.20367619,0.22703281,0.29301778,0.00713282,0.25287802,0.23793408,0.16108446,0.19518721,0.17052235,0.18207758,0.20132959,0.18667305,0.24113676,0.23091229,0.22097144,0.26421602,0.33495512,0.27315122,0.15276964,0.1550954,0.2608483,0.24262226,0.17445709,0.23344786,0.19821462,0.22417649,0.19727082,0.186099,0.22004641,0.20033101,0.18815517,0.17351495
0.29659168,0.18685515,0.19272707,0.21681394,0.27975141,0.00734632,0.2329245,0.21622976,0.14842426,0.18329631,0.16086409,0.17260475,0.19941009,0.18036521,0.23882741,0.21642538,0.20759447,0.24846993,0.31659198,0.26103568,0.13972741,0.14313839,0.2500437,0.23185079,0.16327287,0.22210778,0.18856241,0.21891215,0.18806029,0.1760301,0.20958482,0.18767924,0.17385069,0.16718438
0.3114379,0.20085499,0.19884079,0.22266601,0.29160328,0.00766269,0.25546975,0.24351904,0.15908382,0.19628716,0.16869605,0.18125506,0.20996116,0.19154722,0.24991261,0.23064392,0.22113281,0.26890999,0.3476061,0.27968707,0.1469065,0.15080463,0.25861402,0.24032564,0.17865656,0.23522712,0.20419039,0.22675465,0.19461869,0.18132216,0.21871716,0.19688094,0.18371557,0.17563403
0.30489062,0.19388392,0.18897924,0.21393129,0.27298512,0.00786522,0.24252594,0.23131911,0.15151693,0.1899016,0.16330062,0.17927673,0.20420733,0.18267851,0.24559964,0.22219437,0.21352162,0.25598506,0.32072925,0.26992609,0.14202865,0.14579106,0.24675316,0.23010555,0.16503201,0.21910313,0.18675887,0.21334918,0.18469774,0.17106645,0.20702715,0.18661029,0.17086695,0.17455245
0.31622578,0.20007995,0.20669435,0.23138308,0.29893355,0.0074679,0.24291999,0.23005629,0.15519929,0.19678698,0.16898794,0.18211315,0.20234127,0.18473109,0.2422905,0.23444775,0.22441643,0.26111254,0.33136737,0.28013402,0.15122543,0.15573666,0.26853443,0.24746003,0.17761395,0.23536001,0.19334523,0.2283727,0.20101181,0.19066433,0.22563358,0.19421974,0.18061521,0.17102222
0.31495428,0.2029383,0.20180293,0.22609826,0.2866689,0.00753372,0.24483408,0.22804424,0.15695845,0.19990594,0.16907099,0.18003482,0.21279551,0.19229285,0.24838076,0.23171225,0.21825751,0.26701114,0.33945071,0.28531723,0.15071025,0.15571507,0.26162429,0.23834008,0.17405486,0.23749387,0.205206,0.228122,0.19045767,0.17960842,0.21402791,0.19845533,0.18435138,0.16996669
0.31513952,0.20160219,0.20341804,0.23226716,0.30024002,0.00750111,0.24167896,0.22912844,0.15787734,0.19783343,0.16454102,0.18068301,0.2100619,0.18464796,0.2473933,0.23630807,0.22358733,0.26451514,0.32797749,0.2815556,0.15063243,0.15484492,0.26589714,0.24623845,0.17890524,0.24786506,0.20083657,0.23640441,0.1927168,0.18473873,0.21704668,0.19656408,0.18323451,0.17022936
0.30719439,0.19516987,0.19345053,0.21553401,0.27776139,0.00738278,0.23953496,0.22395772,0.1512035,0.19174707,0.16750663,0.17999215,0.20015957,0.18341836,0.24122,0.22156632,0.21580078,0.25389572,0.33036822,0.2723226,0.14688427,0.14975346,0.24521842,0.21937358,0.16559747,0.22094353,0.18892706,0.21383248,0.18359053,0.17161808,0.20771852,0.19286283,0.18054138,0.17083318
